,times
283648,0.004915047
284672,0.004868937
285696,0.005384564
286720,0.004869843
287744,0.004901958
288768,0.004924417
289792,0.004899144
290816,0.004900599
291840,0.004928541
292864,0.004885268
293888,0.004928041
294912,0.004851007
295936,0.005184937
296960,0.005199456
297984,0.005300784
299008,0.005694604
300032,0.005196905
301056,0.005252194
302080,0.005444646
303104,0.005383396
304128,0.005388141
305152,0.006693387
306176,0.006680703
307200,0.00599885
308224,0.006058097
309248,0.005436134
310272,0.005429244
311296,0.005676889
312320,0.00604825
313344,0.006187415
314368,0.006082749
315392,0.006314945
316416,0.006014729
317440,0.00631001
318464,0.005971718
319488,0.006425595
320512,0.005615735
321536,0.005483484
322560,0.00567987
323584,0.005598426
324608,0.005730438
325632,0.005430031
326656,0.006236172
327680,0.005629849
328704,0.005452347
329728,0.005556011
330752,0.005662179
331776,0.005905485
332800,0.005643368
333824,0.005415106
334848,0.00568738
335872,0.005636621
336896,0.006477308
337920,0.006155038
338944,0.005721974
339968,0.005792046
340992,0.005998397
342016,0.005988407
343040,0.005904722
344064,0.005838013
345088,0.005831623
346112,0.006142926
347136,0.005596757
348160,0.005670381
349184,0.00578661
350208,0.005802774
351232,0.005669427
352256,0.00554266
353280,0.005857635
354304,0.006377363
355328,0.006537032
356352,0.006831646
357376,0.006480837
358400,0.006140327
359424,0.006621361
360448,0.007003641
361472,0.006434798
362496,0.006663322
363520,0.005952263
364544,0.005535316
365568,0.005584884
366592,0.005701661
367616,0.0055686
368640,0.005559635
369664,0.005591512
370688,0.005606222
371712,0.005636477
372736,0.005627108
373760,0.005532956
374784,0.005272079
375808,0.005876613
376832,0.006350613
377856,0.006555486
378880,0.006298757
379904,0.006748128
380928,0.006259513
381952,0.005749345
382976,0.005188417
384000,0.00514729
385024,0.005163717
386048,0.005389261
387072,0.005187201
388096,0.005236459
389120,0.006128645
390144,0.006286693
391168,0.006453061
392192,0.006248403
393216,0.005840492
394240,0.00578835
395264,0.005819058
396288,0.006383514
397312,0.006463838
398336,0.007141328
399360,0.006952453
400384,0.007136941
401408,0.006906581
402432,0.006021094
403456,0.005854869
404480,0.00584693
405504,0.005822825
406528,0.005787373
407552,0.006067324
408576,0.005910039
409600,0.005817151
410624,0.00697701
411648,0.00709753
412672,0.00724082
413696,0.006316543
414720,0.0061517
415744,0.006067586
416768,0.006009674
417792,0.006037855
418816,0.006136775
419840,0.006094122
420864,0.00685184
421888,0.006907535
422912,0.006654882
423936,0.006454396
424960,0.006079173
425984,0.006040597
427008,0.005892801
428032,0.005947709
429056,0.005907798
430080,0.005949211
431104,0.006501412
432128,0.00581696
433152,0.005981016
434176,0.005812597
435200,0.005905819
436224,0.006549692
437248,0.005929947
438272,0.005948782
439296,0.006066108
440320,0.00584836
441344,0.005851436
442368,0.005829883
443392,0.005826998
444416,0.005939579
445440,0.006704783
446464,0.0068048
447488,0.006022525
448512,0.006007028
449536,0.006044221
450560,0.005865765
451584,0.005818319
452608,0.005820632
453632,0.005789518
454656,0.005937195
455680,0.006805944
456704,0.006102347
457728,0.006071973
458752,0.006929159
459776,0.006230593
460800,0.005939579
461824,0.005927682
462848,0.006017399
463872,0.005916834
464896,0.005786347
465920,0.005891395
466944,0.005996847
467968,0.005902147
468992,0.005900192
470016,0.005905151
471040,0.005890155
472064,0.005944824
473088,0.005891013
474112,0.005904841
475136,0.005885625
476160,0.005833769
477184,0.005786562
478208,0.005803394
479232,0.005808854
480256,0.005786347
481280,0.005924058
482304,0.006042528
483328,0.005896163
484352,0.006399393
485376,0.00691278
486400,0.007125831
487424,0.007080007
488448,0.006783485
489472,0.0071913
490496,0.007169127
491520,0.006795669
492544,0.006279445
493568,0.005792594
494592,0.005744624
495616,0.005780506
496640,0.005772138
497664,0.006135464
498688,0.006882286
499712,0.006795192
500736,0.007376218
501760,0.007020593
502784,0.00686729
503808,0.007142639
504832,0.006810904
505856,0.007577538
506880,0.007095766
507904,0.007140994
508928,0.006887913
509952,0.006840229
510976,0.00593276
512000,0.006602192
513024,0.007237768
514048,0.007455158
515072,0.007059813
516096,0.007142973
517120,0.005821729
518144,0.005820608
519168,0.005843496
520192,0.005815077
521216,0.005891109
522240,0.007490087
523264,0.007836723
524288,0.006594324
525312,0.006443906
526336,0.007241869
527360,0.007042456
528384,0.005922055
529408,0.005661273
530432,0.005659795
531456,0.005609894
532480,0.005647039
533504,0.005615449
534528,0.005655551
535552,0.005653071
536576,0.005664182
537600,0.006420779
538624,0.006630635
539648,0.006709051
540672,0.006215048
541696,0.005666566
542720,0.005667543
543744,0.005631661
544768,0.005613899
545792,0.005616975
546816,0.005681562
547840,0.005692792
548864,0.005629945
549888,0.005637503
550912,0.005621099
551936,0.005685925
552960,0.005628538
553984,0.005668235
555008,0.005653095
556032,0.005634832
557056,0.00566349
558080,0.005663276
559104,0.005680227
560128,0.005668354
561152,0.005657077
562176,0.005714774
563200,0.005663347
564224,0.00568769
565248,0.005671978
566272,0.005644894
567296,0.005645299
568320,0.005641961
569344,0.00563066
570368,0.005633163
571392,0.005643225
572416,0.005661798
573440,0.005629373
574464,0.005635762
575488,0.005660701
576512,0.005652976
577536,0.005682349
578560,0.005683446
579584,0.005672169
580608,0.00568459
581632,0.005640936
582656,0.005646014
583680,0.005658889
584704,0.00564189
585728,0.005672956
586752,0.005671573
587776,0.005690598
588800,0.005676913
589824,0.005674124
590848,0.007292414
591872,0.007288837
592896,0.007297397
593920,0.007306218
594944,0.00731225
595968,0.007300186
596992,0.007289219
598016,0.007282662
599040,0.007301426
600064,0.007284641
601088,0.007297468
602112,0.007294965
603136,0.007360506
604160,0.007301784
605184,0.007297325
606208,0.007296252
607232,0.00727334
608256,0.007298326
609280,0.007285976
610304,0.007304358
611328,0.007296157
612352,0.007304215
613376,0.007291484
614400,0.007332993
615424,0.007297349
616448,0.007294559
617472,0.00729444
618496,0.00728755
619520,0.007318354
620544,0.007301211
621568,0.007328057
622592,0.007298279
623616,0.007298422
624640,0.007300687
625664,0.007291722
626688,0.007299018
627712,0.007281232
628736,0.007318044
629760,0.007300663
630784,0.007306957
631808,0.007299829
632832,0.007277346
633856,0.007302785
634880,0.00730226
635904,0.007305813
636928,0.007285738
637952,0.007303476
638976,0.007302666
640000,0.007301283
641024,0.007311893
642048,0.007274532
643072,0.007325387
644096,0.007310867
645120,0.007296276
646144,0.007283616
647168,0.007278061
648192,0.007319164
649216,0.007309437
650240,0.007279372
651264,0.007288718
652288,0.007303691
653312,0.007302833
654336,0.007304335
655360,0.007269454
656384,0.007282019
657408,0.007297134
658432,0.007311296
659456,0.007282281
660480,0.007281733
661504,0.007281303
662528,0.00732038
663552,0.007305646
664576,0.007277727
665600,0.007276344
666624,0.007309055
667648,0.007300186
668672,0.007283211
669696,0.007279968
670720,0.007277346
671744,0.007293725
672768,0.007311416
673792,0.007278442
674816,0.007278609
675840,0.007296658
676864,0.007317591
677888,0.007278323
678912,0.007274079
679936,0.007269168
680960,0.007310104
681984,0.007285881
683008,0.007278442
684032,0.007261086
685056,0.007264638
686080,0.007273912
687104,0.007275319
688128,0.007284999
689152,0.007271242
690176,0.007282615
691200,0.007290983
692224,0.007310987
693248,0.00764277
694272,0.007620597
695296,0.00729053
696320,0.007309937
697344,0.007305026
698368,0.00730269
699392,0.00726285
700416,0.007279348
701440,0.007280159
702464,0.007291532
703488,0.007311797
704512,0.00728054
705536,0.007275772
706560,0.007267308
707584,0.007285166
708608,0.007267094
709632,0.00728693
710656,0.007282901
711680,0.007284141
712704,0.00726676
713728,0.007289767
714752,0.007281542
715776,0.00727663
716800,0.007266617
717824,0.007273746
718848,0.007294154
719872,0.007335949
720896,0.007291341
721920,0.007274461
722944,0.007269549
723968,0.007296467
724992,0.007271528
726016,0.007263517
727040,0.007267475
728064,0.007263517
729088,0.007278609
730112,0.007263613
731136,0.007283378
732160,0.007272196
733184,0.007262254
734208,0.007283449
735232,0.007263303
736256,0.007294941
737280,0.00727191
738304,0.007261109
739328,0.007249975
740352,0.007291508
741376,0.007257962
742400,0.007275367
743424,0.007279253
744448,0.00728271
745472,0.007275558
746496,0.007257557
747520,0.007246089
748544,0.007260537
749568,0.007256889
750592,0.007261658
751616,0.007265615
752640,0.007273221
753664,0.007283258
754688,0.007260418
755712,0.007266498
756736,0.007250786
757760,0.007254004
758784,0.007256269
759808,0.007261753
760832,0.007263637
761856,0.007268667
762880,0.007245946
763904,0.007259107
764928,0.007276702
765952,0.007252073
766976,0.007260418
768000,0.007281446
769024,0.007275867
770048,0.007279205
771072,0.00727396
772096,0.007275224
773120,0.007264566
774144,0.007253575
775168,0.007246208
776192,0.00726757
777216,0.007265282
778240,0.007262015
779264,0.00726254
780288,0.00725143
781312,0.00725379
782336,0.007263923
783360,0.007256961
784384,0.007285619
785408,0.007260966
786432,0.00725224
787456,0.007344079
788480,0.007340479
789504,0.007328796
790528,0.00732646
791552,0.007355618
792576,0.00734117
793600,0.007341409
794624,0.007319093
795648,0.007328391
796672,0.007353592
797696,0.007355046
798720,0.007341456
799744,0.007310796
800768,0.007335234
801792,0.007332492
802816,0.007346845
803840,0.007330823
804864,0.00731771
805888,0.007368636
806912,0.007349801
807936,0.007337832
808960,0.007334208
809984,0.007323694
811008,0.007320428
812032,0.007325363
813056,0.007347178
814080,0.007341623
815104,0.007319093
816128,0.007331204
817152,0.007328987
818176,0.007327151
819200,0.00733645
820224,0.00741663
821248,0.00739243
822272,0.007415223
823296,0.007398224
824320,0.007363153
825344,0.007368803
826368,0.007386613
827392,0.007385111
828416,0.007366633
829440,0.007395935
830464,0.007378221
831488,0.00738461
832512,0.007390308
833536,0.007364416
834560,0.007387328
835584,0.007381129
836608,0.007388854
837632,0.007381868
838656,0.007373667
839680,0.00737114
840704,0.007391024
841728,0.007393098
842752,0.007398081
843776,0.007391286
844800,0.007358098
845824,0.007388115
846848,0.007377505
847872,0.007367563
848896,0.007384133
849920,0.007387066
850944,0.007375193
851968,0.00740037
852992,0.007349682
854016,0.007352734
855040,0.00737288
856064,0.007338643
857088,0.007367229
858112,0.007355142
859136,0.0073282
860160,0.007359886
861184,0.007359004
862208,0.007345533
863232,0.007337689
864256,0.007358813
865280,0.007357526
866304,0.007358289
867328,0.007364488
868352,0.007354999
869376,0.007341003
870400,0.007355618
871424,0.007357168
872448,0.007355404
873472,0.007352734
874496,0.007370114
875520,0.00735774
876544,0.007345891
877568,0.007355356
878592,0.007332921
879616,0.007346058
880640,0.007394457
881664,0.007369018
882688,0.007363343
883712,0.007359171
884736,0.007354403
885760,0.007315135
886784,0.007320046
887808,0.007331657
888832,0.007305694
889856,0.007346272
890880,0.007359195
891904,0.007321548
892928,0.007323337
893952,0.007314014
894976,0.007321453
896000,0.007346487
897024,0.007341218
898048,0.00731914
899072,0.007321596
900096,0.007337022
901120,0.007325435
902144,0.007331419
903168,0.00731678
904192,0.007350254
905216,0.007349658
906240,0.007334566
907264,0.00733161
908288,0.007326365
909312,0.007332134
910336,0.007318521
911360,0.007341886
912384,0.007321
913408,0.007330418
914432,0.007318687
915456,0.007344794
916480,0.007319045
917504,0.007319689
918528,0.007442427
919552,0.007457757
920576,0.007459664
921600,0.007465792
922624,0.007420826
923648,0.007446742
924672,0.007462883
925696,0.007445312
926720,0.007447934
927744,0.007436585
928768,0.007436156
929792,0.007472634
930816,0.007451725
931840,0.007452083
932864,0.007434273
933888,0.007438278
934912,0.007456684
935936,0.007444763
936960,0.007472324
937984,0.007441044
939008,0.007467866
940032,0.007459235
941056,0.007478881
942080,0.007459688
943104,0.007450819
944128,0.007430768
945152,0.007440972
946176,0.007455993
947200,0.007463741
948224,0.007452655
949248,0.00745244
950272,0.007488012
951296,0.007527685
952320,0.00751133
953344,0.007500601
954368,0.007500815
955392,0.007507467
956416,0.007518029
957440,0.007536483
958464,0.007509446
959488,0.007482314
960512,0.007505655
961536,0.00750947
962560,0.00752883
963584,0.007517481
964608,0.0075109
965632,0.007491279
966656,0.007502031
967680,0.007502866
968704,0.007511258
969728,0.007522035
970752,0.007512474
971776,0.007545686
972800,0.007506323
973824,0.007498145
974848,0.007509589
975872,0.007488537
976896,0.007513857
977920,0.007509375
978944,0.007526565
979968,0.007499766
980992,0.00750668
982016,0.007498527
983040,0.007504082
984064,0.007514811
985088,0.007474303
986112,0.007490444
987136,0.007485604
988160,0.007494187
989184,0.007473302
990208,0.007477593
991232,0.007484651
992256,0.007467532
993280,0.007507658
994304,0.007479811
995328,0.007477665
996352,0.007484126
997376,0.007488084
998400,0.007471871
999424,0.007536149
1000448,0.007486415
1001472,0.007493806
1002496,0.007497096
1003520,0.007480931
1004544,0.007507348
1005568,0.007473326
1006592,0.007486868
1007616,0.007475328
1008640,0.007500744
1009664,0.007470298
1010688,0.007488728
1011712,0.007486415
1012736,0.00747211
1013760,0.007461524
1014784,0.007512426
1015808,0.007460713
1016832,0.007447815
1017856,0.007429194
1018880,0.007424212
1019904,0.007434702
1020928,0.007424116
1021952,0.007457781
1022976,0.007421803
1024000,0.007435799
1025024,0.007425976
1026048,0.007412577
1027072,0.007449269
1028096,0.007436299
1029120,0.00743165
1030144,0.007423782
1031168,0.007426953
1032192,0.00742991
1033216,0.007454276
1034240,0.007438588
1035264,0.007437587
1036288,0.007418513
1037312,0.007437944
1038336,0.007428527
1039360,0.00742023
1040384,0.007451034
1041408,0.007433248
1042432,0.007455373
1043456,0.007439089
1044480,0.007440066
1045504,0.007435107
1046528,0.007441473
1047552,0.007436943
1048576,0.007423115
