,times
444416,0.016784835
445440,0.016572142
446464,0.018007064
447488,0.017037916
448512,0.017535877
449536,0.018295598
450560,0.018307137
451584,0.018002319
452608,0.018109679
453632,0.018772435
454656,0.018219256
455680,0.019529343
456704,0.019325566
457728,0.016742468
458752,0.01792345
459776,0.018339133
460800,0.016426349
461824,0.016465783
462848,0.016605783
463872,0.016564012
464896,0.01649847
465920,0.016525865
466944,0.016553211
467968,0.016499686
468992,0.017246652
470016,0.016446209
471040,0.016477084
472064,0.016458249
473088,0.016447997
474112,0.016441464
475136,0.016298199
476160,0.016308403
477184,0.016366816
478208,0.016310644
479232,0.016262388
480256,0.01637032
481280,0.016297174
482304,0.016283417
483328,0.016324759
484352,0.016288304
485376,0.016293454
486400,0.016287494
487424,0.01631496
488448,0.016300058
489472,0.01630702
490496,0.016271138
491520,0.016167784
492544,0.016785097
493568,0.016628695
494592,0.01664052
495616,0.016814947
496640,0.016604543
497664,0.016682291
498688,0.016616416
499712,0.016624188
500736,0.016609335
501760,0.016661048
502784,0.016643333
503808,0.016778135
504832,0.016571712
505856,0.016617846
506880,0.016616225
507904,0.016485381
508928,0.016466665
509952,0.016483283
510976,0.016427231
512000,0.016422749
513024,0.01645143
514048,0.016509724
515072,0.016513634
516096,0.016543889
517120,0.016487718
518144,0.016493583
519168,0.01649282
520192,0.01642909
521216,0.016450334
522240,0.016564035
523264,0.016809535
524288,0.018918681
525312,0.018766785
526336,0.017252374
527360,0.016693449
528384,0.016534734
529408,0.016640902
530432,0.016556311
531456,0.016580081
532480,0.016550779
533504,0.01653204
534528,0.016588974
535552,0.01654501
536576,0.018911171
537600,0.017094254
538624,0.01661737
539648,0.016567874
540672,0.016560459
541696,0.01656785
542720,0.016541457
543744,0.016545939
544768,0.01660707
545792,0.018197417
546816,0.018066478
547840,0.016568661
548864,0.016524553
549888,0.016536427
550912,0.016546631
551936,0.016534734
552960,0.016549182
553984,0.016525054
555008,0.016552305
556032,0.016532874
557056,0.016439891
558080,0.016555619
559104,0.016574669
560128,0.017386079
561152,0.019450665
562176,0.016606188
563200,0.017200518
564224,0.01683476
565248,0.016568375
566272,0.01656847
567296,0.016573262
568320,0.016553926
569344,0.016564345
570368,0.016556287
571392,0.016555643
572416,0.016546917
573440,0.016553187
574464,0.016558599
575488,0.016537714
576512,0.016576314
577536,0.016553998
578560,0.016560054
579584,0.016548848
580608,0.01657064
581632,0.016554785
582656,0.016601849
583680,0.016621685
584704,0.01655035
585728,0.016562963
586752,0.01656549
587776,0.016566944
588800,0.016557598
589824,0.016268229
590848,0.019721651
591872,0.019712067
592896,0.019749212
593920,0.020615005
594944,0.022228456
595968,0.022432733
596992,0.021843481
598016,0.020410824
599040,0.021282196
600064,0.021885657
601088,0.019813657
602112,0.019698787
603136,0.01974678
604160,0.021780539
605184,0.020528197
606208,0.019695091
607232,0.01972084
608256,0.019728255
609280,0.019721913
610304,0.019691849
611328,0.019706726
612352,0.01971066
613376,0.019706082
614400,0.019708681
615424,0.019715595
616448,0.019688272
617472,0.019703531
618496,0.019711828
619520,0.019690967
620544,0.019707942
621568,0.019700885
622592,0.019727445
623616,0.019643426
624640,0.019637585
625664,0.019645023
626688,0.019643164
627712,0.019649553
628736,0.019660163
629760,0.019655728
630784,0.019654441
631808,0.019658232
632832,0.019637561
633856,0.019670677
634880,0.019644403
635904,0.019636035
636928,0.019659519
637952,0.019655228
638976,0.019648027
640000,0.019642711
641024,0.019639683
642048,0.019676709
643072,0.019661617
644096,0.019660115
645120,0.01966908
646144,0.019652271
647168,0.019652939
648192,0.019642353
649216,0.019647789
650240,0.019646406
651264,0.019661903
652288,0.019644713
653312,0.019637108
654336,0.019655681
655360,0.019134188
656384,0.019795394
657408,0.019774103
658432,0.019773149
659456,0.019778252
660480,0.019781685
661504,0.019803882
662528,0.019753909
663552,0.019785523
664576,0.019790649
665600,0.019782877
666624,0.01977818
667648,0.019761539
668672,0.01976912
669696,0.019765925
670720,0.019777036
671744,0.019784498
672768,0.019773078
673792,0.019787002
674816,0.01982975
675840,0.019790363
676864,0.01977067
677888,0.019880414
678912,0.022374296
679936,0.019786739
680960,0.019835353
681984,0.021277666
683008,0.020948958
684032,0.019769835
685056,0.019776082
686080,0.019832826
687104,0.019786143
688128,0.019762444
689152,0.019783282
690176,0.019848514
691200,0.019804168
692224,0.019763589
693248,0.019783974
694272,0.019779253
695296,0.019794989
696320,0.020162082
697344,0.02042098
698368,0.019791698
699392,0.019886327
700416,0.019896412
701440,0.020549512
702464,0.019865465
703488,0.01978786
704512,0.019765162
705536,0.019788122
706560,0.019792461
707584,0.019770646
708608,0.019762063
709632,0.019775748
710656,0.019750142
711680,0.019771528
712704,0.019775534
713728,0.019768834
714752,0.019859862
715776,0.019872594
716800,0.019811058
717824,0.019750357
718848,0.019799757
719872,0.020009637
720896,0.019799709
721920,0.0198349
722944,0.019795322
723968,0.019749188
724992,0.019806647
726016,0.019842744
727040,0.019800067
728064,0.019747329
729088,0.019759917
730112,0.019783425
731136,0.020243716
732160,0.020163751
733184,0.019800377
734208,0.019833207
735232,0.019861031
736256,0.019909859
737280,0.019788957
738304,0.019762492
739328,0.019875836
740352,0.019767499
741376,0.019763017
742400,0.019754171
743424,0.019833326
744448,0.019766879
745472,0.019826913
746496,0.019780087
747520,0.01978755
748544,0.019775891
749568,0.019903517
750592,0.019780588
751616,0.020044947
752640,0.020341229
753664,0.019746542
754688,0.019774032
755712,0.019716597
756736,0.019734502
757760,0.019720364
758784,0.019775844
759808,0.02068193
760832,0.019927049
761856,0.020747352
762880,0.019736052
763904,0.019784951
764928,0.019781232
765952,0.023140979
766976,0.022596836
768000,0.022111416
769024,0.020659351
770048,0.020582962
771072,0.022044468
772096,0.022224236
773120,0.022183084
774144,0.019996476
775168,0.019680643
776192,0.019691205
777216,0.019694591
778240,0.01970582
779264,0.019767523
780288,0.019694805
781312,0.019748306
782336,0.019865751
783360,0.022095323
784384,0.02243197
785408,0.020508385
786432,0.019305587
787456,0.021536756
788480,0.023266006
789504,0.020970035
790528,0.020045614
791552,0.020063829
792576,0.020050621
793600,0.020075822
794624,0.020076036
795648,0.020041299
796672,0.0200634
797696,0.020888638
798720,0.022214484
799744,0.020064044
800768,0.020067239
801792,0.022565103
802816,0.020633221
803840,0.020572209
804864,0.020430231
805888,0.020048976
806912,0.020063353
807936,0.020078516
808960,0.020035076
809984,0.020069075
811008,0.020029855
812032,0.020043635
813056,0.020027685
814080,0.020035911
815104,0.020052338
816128,0.020018816
817152,0.020043039
818176,0.020028877
819200,0.02004323
820224,0.020078588
821248,0.020093679
822272,0.02009809
823296,0.020089173
824320,0.020079231
825344,0.020081782
826368,0.02009325
827392,0.02010448
828416,0.020097518
829440,0.020086789
830464,0.020322442
831488,0.020563793
832512,0.022570658
833536,0.022007656
834560,0.020645094
835584,0.020982409
836608,0.020124865
837632,0.020238781
838656,0.020103335
839680,0.020120978
840704,0.02009182
841728,0.020090556
842752,0.020128918
843776,0.020108056
844800,0.020087838
845824,0.02009666
846848,0.020095301
847872,0.020090842
848896,0.020108271
849920,0.020089984
850944,0.020170069
851968,0.020159698
852992,0.020114803
854016,0.020236111
855040,0.020120907
856064,0.020083308
857088,0.020073199
858112,0.020067835
859136,0.020849371
860160,0.022505546
861184,0.020064974
862208,0.020080209
863232,0.020345354
864256,0.020139289
865280,0.02016623
866304,0.020129776
867328,0.020155764
868352,0.020086884
869376,0.020073795
870400,0.020059681
871424,0.020074439
872448,0.020082879
873472,0.02006197
874496,0.02007966
875520,0.020066285
876544,0.020062637
877568,0.020063949
878592,0.020068884
879616,0.020054603
880640,0.02064271
881664,0.022727942
882688,0.020708847
883712,0.020147681
884736,0.020616174
885760,0.02055459
886784,0.021451831
887808,0.022329831
888832,0.021472096
889856,0.020057821
890880,0.020020628
891904,0.020042372
892928,0.020404935
893952,0.020138693
894976,0.020055389
896000,0.020090699
897024,0.020426893
898048,0.020107365
899072,0.020042467
900096,0.020068431
901120,0.020061493
902144,0.020066094
903168,0.020062232
904192,0.020442343
905216,0.020629358
906240,0.020011663
907264,0.020514989
908288,0.020040798
909312,0.020177436
910336,0.020055914
911360,0.020035815
912384,0.020081925
913408,0.020044446
914432,0.021693659
915456,0.020762229
916480,0.021767473
917504,0.020847797
918528,0.02166419
919552,0.020911932
920576,0.020637298
921600,0.021987295
922624,0.020654082
923648,0.02062068
924672,0.020938134
925696,0.021014786
926720,0.020624924
927744,0.022336388
928768,0.020794487
929792,0.020628905
930816,0.020642781
931840,0.0206141
932864,0.020617485
933888,0.02061336
934912,0.020639372
935936,0.0206213
936960,0.020601559
937984,0.020725369
939008,0.02072773
940032,0.021185374
941056,0.0234375
942080,0.022606421
943104,0.021719503
944128,0.021406293
945152,0.021277499
946176,0.020590591
947200,0.020684361
948224,0.022709537
949248,0.023400402
950272,0.02291522
951296,0.021299911
952320,0.023603249
953344,0.020677447
954368,0.020736504
955392,0.021037412
956416,0.021318746
957440,0.021072602
958464,0.02064364
959488,0.0206846
960512,0.020665789
961536,0.020726848
962560,0.020647645
963584,0.020668197
964608,0.020642829
965632,0.020653224
966656,0.020637035
967680,0.020699215
968704,0.020654583
969728,0.020681453
970752,0.020691848
971776,0.02065506
972800,0.021456575
973824,0.023005366
974848,0.020640612
975872,0.020687652
976896,0.02063961
977920,0.02065587
978944,0.020646
979968,0.020710444
980992,0.020656705
982016,0.022497725
983040,0.021886134
984064,0.020644879
985088,0.020599174
986112,0.020641065
987136,0.020703483
988160,0.020710039
989184,0.020717239
990208,0.020600986
991232,0.020618629
992256,0.02065928
993280,0.020607281
994304,0.020625019
995328,0.020628238
996352,0.020615697
997376,0.020642185
998400,0.020639372
999424,0.020592332
1000448,0.020599174
1001472,0.020615649
1002496,0.020586038
1003520,0.020597172
1004544,0.020599508
1005568,0.020588017
1006592,0.020587254
1007616,0.020591235
1008640,0.020621181
1009664,0.020630527
1010688,0.020585823
1011712,0.020800972
1012736,0.02060194
1013760,0.020590281
1014784,0.020613313
1015808,0.020673943
1016832,0.020535707
1017856,0.020556688
1018880,0.020540857
1019904,0.02056644
1020928,0.020529723
1021952,0.020548463
1022976,0.020529866
1024000,0.020531154
1025024,0.020556569
1026048,0.020521736
1027072,0.020522022
1028096,0.020550895
1029120,0.020542789
1030144,0.020566559
1031168,0.020547628
1032192,0.020573401
1033216,0.020531321
1034240,0.020564699
1035264,0.020554304
1036288,0.020551133
1037312,0.020553517
1038336,0.020565844
1039360,0.020569396
1040384,0.02058177
1041408,0.020538378
1042432,0.020541763
1043456,0.020541716
1044480,0.020553589
1045504,0.020538712
1046528,0.020567942
1047552,0.020534444
1048576,0.019228172
