,times
1069056,0.015202284
1073152,0.015206766
1077248,0.015201044
1081344,0.015210223
1085440,0.015185618
1089536,0.015187931
1093632,0.015042233
1097728,0.015046811
1101824,0.015036321
1105920,0.015379286
1110016,0.015061259
1114112,0.015125561
1118208,0.015139413
1122304,0.015106416
1126400,0.015212917
1130496,0.015121627
1134592,0.015048146
1138688,0.015234685
1142784,0.016980958
1146880,0.015218401
1150976,0.014905596
1155072,0.014973664
1159168,0.015096021
1163264,0.015050745
1167360,0.015181899
1171456,0.015000248
1175552,0.014887333
1179648,0.015111828
1183744,0.01756072
1187840,0.016171789
1191936,0.016152692
1196032,0.015777326
1200128,0.015900016
1204224,0.01611495
1208320,0.016077185
1212416,0.015927649
1216512,0.015942097
1220608,0.017736506
1224704,0.016370678
1228800,0.015421104
1232896,0.016404295
1236992,0.016553092
1241088,0.01649754
1245184,0.016136456
1249280,0.016363239
1253376,0.015996146
1257472,0.015433359
1261568,0.015551639
1265664,0.015486717
1269760,0.015429688
1273856,0.015433812
1277952,0.015412068
1282048,0.015425944
1286144,0.015400362
1290240,0.015409517
1294336,0.015402651
1298432,0.015422487
1302528,0.015390563
1306624,0.015409875
1310720,0.015104365
1314816,0.015776038
1318912,0.015813923
1323008,0.015884423
1327104,0.015733314
1331200,0.015694761
1335296,0.015746307
1339392,0.017023325
1343488,0.016391921
1347584,0.015755177
1351680,0.015910459
1355776,0.015617728
1359872,0.015587783
1363968,0.015605354
1368064,0.015603161
1372160,0.015577602
1376256,0.015596819
1380352,0.015559149
1384448,0.01557312
1388544,0.015579367
1392640,0.0155864
1396736,0.015564346
1400832,0.015414667
1404928,0.015378046
1409024,0.015410471
1413120,0.015374947
1417216,0.015376043
1421312,0.015346861
1425408,0.015384078
1429504,0.015388131
1433600,0.015371037
1437696,0.015394497
1441792,0.015224576
1445888,0.015539622
1449984,0.015538907
1454080,0.015541029
1458176,0.015535307
1462272,0.015527606
1466368,0.015573573
1470464,0.015514302
1474560,0.015518332
1478656,0.015595841
1482752,0.015544581
1486848,0.01552639
1490944,0.015503192
1495040,0.015509558
1499136,0.015501595
1503232,0.015508103
1507328,0.015359902
1511424,0.015334606
1515520,0.015348649
1519616,0.015331435
1523712,0.015323687
1527808,0.015324211
1531904,0.015335608
1536000,0.015331626
1540096,0.015335798
1544192,0.01534493
1548288,0.015327716
1552384,0.015351391
1556480,0.015320539
1560576,0.01532712
1564672,0.015348148
1568768,0.015328169
1572864,0.015138459
1576960,0.016661692
1581056,0.016637278
1585152,0.016666245
1589248,0.016639805
1593344,0.016638207
1597440,0.016651511
1601536,0.016657066
1605632,0.016618347
1609728,0.016649294
1613824,0.016642761
1617920,0.016632676
1622016,0.016638064
1626112,0.016641927
1630208,0.016652107
1634304,0.016628361
1638400,0.016554761
1642496,0.016548657
1646592,0.016563869
1650688,0.016545486
1654784,0.016567922
1658880,0.016580892
1662976,0.016548991
1667072,0.016555381
1671168,0.016577172
1675264,0.01654346
1679360,0.016575241
1683456,0.016542935
1687552,0.016532278
1691648,0.016538095
1695744,0.016564941
1699840,0.016567039
1703936,0.016435409
1708032,0.016438174
1712128,0.016438222
1716224,0.016436934
1720320,0.016440463
1724416,0.016449738
1728512,0.016447258
1732608,0.016440749
1736704,0.016437101
1740800,0.016428161
1744896,0.016438699
1748992,0.016432166
1753088,0.01643405
1757184,0.016447592
1761280,0.01644938
1765376,0.016434097
1769472,0.016435409
1773568,0.016418695
1777664,0.016433549
1781760,0.016424751
1785856,0.0164222
1789952,0.016430998
1794048,0.016431999
1798144,0.016449666
1802240,0.01642158
1806336,0.016434264
1810432,0.016425633
1814528,0.016451621
1818624,0.016444254
1822720,0.016435862
1826816,0.016440606
1830912,0.016436505
1835008,0.016166449
1839104,0.016427922
1843200,0.016431618
1847296,0.016425395
1851392,0.016435957
1855488,0.016447568
1859584,0.016428661
1863680,0.016447067
1867776,0.016448927
1871872,0.016456747
1875968,0.016422224
1880064,0.01645205
1884160,0.016439581
1888256,0.01643312
1892352,0.016444588
1896448,0.016427422
1900544,0.016274738
1904640,0.016282058
1908736,0.016268778
1912832,0.016266513
1916928,0.016263819
1921024,0.016283083
1925120,0.01626296
1929216,0.016259265
1933312,0.016263866
1937408,0.016273689
1941504,0.016268587
1945600,0.016285324
1949696,0.016271472
1953792,0.016274405
1957888,0.016263127
1961984,0.016261959
1966080,0.01615932
1970176,0.016578412
1974272,0.016581535
1978368,0.016576314
1982464,0.01660974
1986560,0.016586089
1990656,0.01663022
1994752,0.016632295
1998848,0.016576719
2002944,0.016630077
2007040,0.016604686
2011136,0.016589522
2015232,0.016609979
2019328,0.016581392
2023424,0.016626763
2027520,0.016608453
2031616,0.016428757
2035712,0.016450596
2039808,0.016473603
2043904,0.016437006
2048000,0.016512227
2052096,0.01645627
2056192,0.016466117
2060288,0.016467214
2064384,0.016432285
2068480,0.01645546
2072576,0.016481566
2076672,0.016510868
2080768,0.01649971
2084864,0.016488147
2088960,0.016475844
2093056,0.016480255
2097152,0.016137433
2101248,0.016561127
2105344,0.016553235
2109440,0.016541696
2113536,0.016562271
2117632,0.016547751
2121728,0.01654079
2125824,0.016542578
2129920,0.016525435
2134016,0.016548753
2138112,0.016552925
2142208,0.016541362
2146304,0.01655376
2150400,0.016542315
2154496,0.01653924
2158592,0.016543221
2162688,0.016553903
2166784,0.01653688
2170880,0.016547537
2174976,0.016539812
2179072,0.016543317
2183168,0.016552687
2187264,0.016552663
2191360,0.016521192
2195456,0.016570783
2199552,0.016548729
2203648,0.016534281
2207744,0.016542435
2211840,0.016550517
2215936,0.016539526
2220032,0.016533566
2224128,0.016546059
2228224,0.016442895
2232320,0.016538119
2236416,0.016582847
2240512,0.016576028
2244608,0.01655407
2248704,0.016558814
2252800,0.016586447
2256896,0.016555595
2260992,0.016592765
2265088,0.016551661
2269184,0.016567302
2273280,0.016571712
2277376,0.016562223
2281472,0.01657095
2285568,0.016566157
2289664,0.016556454
2293760,0.016585851
2297856,0.016560364
2301952,0.016566801
2306048,0.016565895
2310144,0.016544414
2314240,0.016621923
2318336,0.01658926
2322432,0.016550684
2326528,0.016608882
2330624,0.016574645
2334720,0.016588473
2338816,0.01654911
2342912,0.01657176
2347008,0.01657002
2351104,0.016579962
2355200,0.01658504
2359296,0.016269827
2363392,0.019743061
2367488,0.019726968
2371584,0.019740295
2375680,0.019718814
2379776,0.019729447
2383872,0.01973598
2387968,0.019749594
2392064,0.019712496
2396160,0.019745541
2400256,0.019736576
2404352,0.019746065
2408448,0.01973803
2412544,0.019743729
2416640,0.019752932
2420736,0.019721079
2424832,0.019725466
2428928,0.019725752
2433024,0.019964933
2437120,0.02036252
2441216,0.019794559
2445312,0.01972127
2449408,0.021694088
2453504,0.020543766
2457600,0.020301366
2461696,0.019752002
2465792,0.019786882
2469888,0.019769311
2473984,0.019794893
2478080,0.019944835
2482176,0.019735193
2486272,0.019736624
2490368,0.019903398
2494464,0.019691038
2498560,0.019697404
2502656,0.019709897
2506752,0.019680595
2510848,0.019680548
2514944,0.019716024
2519040,0.019684696
2523136,0.019709754
2527232,0.019704533
2531328,0.019758415
2535424,0.021092534
2539520,0.020411301
2543616,0.021637392
2547712,0.020112443
2551808,0.020330977
2555904,0.019649005
2560000,0.019669414
2564096,0.019920969
2568192,0.019663119
2572288,0.019909787
2576384,0.019655466
2580480,0.019648767
2584576,0.019675422
2588672,0.019705486
2592768,0.019676638
2596864,0.019731426
2600960,0.019665766
2605056,0.019762611
2609152,0.019677138
2613248,0.019665956
2617344,0.019693089
2621440,0.019182658
2625536,0.019821048
2629632,0.019808125
2633728,0.019879484
2637824,0.019821906
2641920,0.019809461
2646016,0.019841456
2650112,0.019797707
2654208,0.019860816
2658304,0.019791245
2662400,0.019874477
2666496,0.019814491
2670592,0.019813013
2674688,0.01981101
2678784,0.019816446
2682880,0.019844437
2686976,0.019820404
2691072,0.019885731
2695168,0.019807243
2699264,0.01984942
2703360,0.019789314
2707456,0.019787478
2711552,0.019891429
2715648,0.019784546
2719744,0.019828081
2723840,0.019790673
2727936,0.01985743
2732032,0.019793105
2736128,0.019781303
2740224,0.019860578
2744320,0.019799542
2748416,0.019815159
2752512,0.019777417
2756608,0.01985662
2760704,0.019785309
2764800,0.01976831
2768896,0.019778085
2772992,0.019782066
2777088,0.019817162
2781184,0.019778585
2785280,0.019855547
2789376,0.019771886
2793472,0.019785857
2797568,0.019788742
2801664,0.019774604
2805760,0.019809842
2809856,0.019782543
2813952,0.019814157
2818048,0.019777179
2822144,0.019830441
2826240,0.019788003
2830336,0.019778609
2834432,0.019862247
2838528,0.019771075
2842624,0.019809961
2846720,0.019769073
2850816,0.019937634
2854912,0.019733119
2859008,0.019815755
2863104,0.020484161
2867200,0.019803977
2871296,0.019886327
2875392,0.020254707
2879488,0.020091319
2883584,0.02004962
2887680,0.020041633
2891776,0.019749117
2895872,0.020072317
2899968,0.019723058
2904064,0.019743204
2908160,0.020797658
2912256,0.022717357
2916352,0.020445704
2920448,0.020173764
2924544,0.020249057
2928640,0.02047956
2932736,0.019937778
2936832,0.021423674
2940928,0.019934201
2945024,0.019756532
2949120,0.019792223
2953216,0.020427442
2957312,0.020128989
2961408,0.020354104
2965504,0.02028048
2969600,0.020497775
2973696,0.01997602
2977792,0.020164585
2981888,0.019760346
2985984,0.019754076
2990080,0.019739604
2994176,0.019749403
2998272,0.019743371
3002368,0.019830775
3006464,0.019744968
3010560,0.019734907
3014656,0.019725084
3018752,0.019714689
3022848,0.020043302
3026944,0.019746447
3031040,0.020093393
3035136,0.0197155
3039232,0.019887447
3043328,0.019705701
3047424,0.019977689
3051520,0.019765544
3055616,0.019878674
3059712,0.019711852
3063808,0.019713831
3067904,0.019801927
3072000,0.01977787
3076096,0.019745374
3080192,0.019981623
3084288,0.019709063
3088384,0.019841957
3092480,0.019889665
3096576,0.019704843
3100672,0.01971457
3104768,0.02012372
3108864,0.020212388
3112960,0.019832993
3117056,0.019735932
3121152,0.019713688
3125248,0.019717479
3129344,0.019965458
3133440,0.01983304
3137536,0.019926095
3141632,0.019685793
3145728,0.019325876
3149824,0.020039845
3153920,0.020313525
3158016,0.021015668
3162112,0.021092868
3166208,0.020595741
3170304,0.023326278
3174400,0.021435213
3178496,0.020971203
3182592,0.022034335
3186688,0.022020507
3190784,0.020678735
3194880,0.020524025
3198976,0.020787263
3203072,0.021062565
3207168,0.020498872
3211264,0.020858312
3215360,0.020051169
3219456,0.020134497
3223552,0.020072055
3227648,0.020039392
3231744,0.020035601
3235840,0.020162225
3239936,0.02015202
3244032,0.020072865
3248128,0.020109129
3252224,0.020217943
3256320,0.020395207
3260416,0.020365691
3264512,0.020039511
3268608,0.020203161
3272704,0.020165491
3276800,0.020332789
3280896,0.020113182
3284992,0.020106602
3289088,0.02011621
3293184,0.020125866
3297280,0.020195413
3301376,0.0202631
3305472,0.020104551
3309568,0.020296335
3313664,0.020218706
3317760,0.02031014
3321856,0.021997762
3325952,0.021649384
3330048,0.020664001
3334144,0.023485994
3338240,0.022546506
3342336,0.02056911
3346432,0.020439506
3350528,0.020331621
3354624,0.0201509
3358720,0.020128512
3362816,0.020819139
3366912,0.022295666
3371008,0.021070409
3375104,0.022607374
3379200,0.020714068
3383296,0.021154761
3387392,0.021334958
3391488,0.02192409
3395584,0.022316265
3399680,0.021117258
3403776,0.020404649
3407872,0.020416331
3411968,0.020126271
3416064,0.020238876
3420160,0.020128894
3424256,0.021358395
3428352,0.02015245
3432448,0.020138788
3436544,0.020117569
3440640,0.020135665
3444736,0.020106244
3448832,0.020176601
3452928,0.020126009
3457024,0.020144129
3461120,0.020100641
3465216,0.020120168
3469312,0.020103812
3473408,0.020135522
3477504,0.020178509
3481600,0.020096493
3485696,0.02015686
3489792,0.022649336
3493888,0.02026763
3497984,0.023047781
3502080,0.02094357
3506176,0.020103478
3510272,0.020191336
3514368,0.022230244
3518464,0.020657229
3522560,0.02015605
3526656,0.020158815
3530752,0.020192146
3534848,0.020267129
3538944,0.020147729
3543040,0.02011342
3547136,0.020113802
3551232,0.020198154
3555328,0.020092154
3559424,0.020178342
3563520,0.020199037
3567616,0.020096946
3571712,0.021895337
3575808,0.021241927
3579904,0.020110679
3584000,0.020101118
3588096,0.020057893
3592192,0.020078802
3596288,0.020132375
3600384,0.020127249
3604480,0.02245543
3608576,0.020102119
3612672,0.020144129
3616768,0.0200526
3620864,0.020090485
3624960,0.020101595
3629056,0.020064187
3633152,0.020047212
3637248,0.020128751
3641344,0.020062208
3645440,0.020041132
3649536,0.020037079
3653632,0.020166039
3657728,0.020154119
3661824,0.020080805
3665920,0.020122957
3670016,0.019796467
3674112,0.020609999
3678208,0.020623088
3682304,0.020606637
3686400,0.020623732
3690496,0.020622444
3694592,0.020641875
3698688,0.020648265
3702784,0.020645809
3706880,0.020657086
3710976,0.020684624
3715072,0.020656848
3719168,0.020668125
3723264,0.020678782
3727360,0.020677257
3731456,0.020697761
3735552,0.020671535
3739648,0.0206707
3743744,0.020651412
3747840,0.020758128
3751936,0.020686364
3756032,0.020682216
3760128,0.020979857
3764224,0.020636082
3768320,0.020593882
3772416,0.020929408
3776512,0.020665455
3780608,0.020609641
3784704,0.020608282
3788800,0.020681143
3792896,0.020636892
3796992,0.020649004
3801088,0.020616221
3805184,0.020668054
3809280,0.020684743
3813376,0.020670414
3817472,0.020666003
3821568,0.020670605
3825664,0.020654249
3829760,0.02066071
3833856,0.020658779
3837952,0.020646048
3842048,0.020654202
3846144,0.020657659
3850240,0.020663166
3854336,0.020656538
3858432,0.020663738
3862528,0.020663595
3866624,0.020656466
3870720,0.020662117
3874816,0.020661211
3878912,0.020663285
3883008,0.020698619
3887104,0.020676899
3891200,0.02066505
3895296,0.020672393
3899392,0.020644379
3903488,0.020664787
3907584,0.020659637
3911680,0.02066915
3915776,0.020637035
3919872,0.02065196
3923968,0.020661712
3928064,0.020657897
3932160,0.020653105
3936256,0.020610714
3940352,0.020621133
3944448,0.020651174
3948544,0.020622087
3952640,0.020628738
3956736,0.020640993
3960832,0.020629048
3964928,0.021374893
3969024,0.020615959
3973120,0.021462893
3977216,0.020631433
3981312,0.021598315
3985408,0.020614529
3989504,0.020636702
3993600,0.020636129
3997696,0.020628572
4001792,0.02098453
4005888,0.023286462
4009984,0.021103406
4014080,0.02127223
4018176,0.020885754
4022272,0.020638704
4026368,0.020856214
4030464,0.02060318
4034560,0.020605469
4038656,0.020650005
4042752,0.020639324
4046848,0.020633221
4050944,0.020620251
4055040,0.020691633
4059136,0.020636225
4063232,0.020615935
4067328,0.020557237
4071424,0.020536947
4075520,0.020575476
4079616,0.020543957
4083712,0.020662165
4087808,0.020539355
4091904,0.020591879
4096000,0.020537519
4100096,0.020620918
4104192,0.02054379
4108288,0.020553827
4112384,0.020585513
4116480,0.020544028
4120576,0.020586205
4124672,0.020544696
4128768,0.020584464
4132864,0.020563912
4136960,0.020651889
4141056,0.020564461
4145152,0.02058928
4149248,0.020571184
4153344,0.020540786
4157440,0.020580411
4161536,0.020547032
4165632,0.020626545
4169728,0.02056613
4173824,0.020689964
4177920,0.020574713
4182016,0.020645857
4186112,0.020584798
4190208,0.020546913
4194304,0.019184566
